0,0,0,0.74
17,0,0,1.25
34,0,0,1.82
51,0,0,2.47
68,0,0,3.17
85,0,0,3.97
102,0,0,4.95
119,0,0,5.87
136,0,0,6.97
153,0,0,8.06
170,0,0,9.29
187,0,0,10.6
204,0,0,11.9
221,0,0,13.3
238,0,0,14.8
255,0,0,15.9
