0,0,0,0.6
17,17,17,2.32
34,34,34,4.39
51,51,51,6.93
68,68,68,9.69
85,85,85,13
102,102,102,16.4
119,119,119,20.4
136,136,136,24.2
153,153,153,28.5
170,170,170,33
187,187,187,37.8
204,204,204,42.8
221,221,221,48.1
238,238,238,53.4
255,255,255,57.1
