0,0,0,1.61
0,17,0,2.23
0,34,0,3.06
0,51,0,4.09
0,68,0,5.34
0,85,0,6.99
0,102,0,8.9
0,119,0,11.1
0,136,0,13.6
0,153,0,16.4
0,170,0,19.8
0,187,0,23.3
0,204,0,27
0,221,0,31.3
0,238,0,35.7
0,255,0,39
