0,0,0,0.75
0,0,17,0.84
0,0,34,0.99
0,0,51,1.16
0,0,68,1.38
0,0,85,1.64
0,0,102,1.95
0,0,119,2.33
0,0,136,2.72
0,0,153,3.15
0,0,170,3.64
0,0,187,4.2
0,0,204,4.76
0,0,221,5.43
0,0,238,6.1
0,0,255,6.63
